Name,Category,NOM ,Agave Type ,Agave Region ,Region ,Cooking ,Extraction ,Water Source ,Fermentation ,Distillation ,Still ,Aging ,ABV/Proof ,Other ,N_Ratings,PanelScore,ComScore,Agave (cooked),Caramel,Oak,Vanilla,Butter,Pepper (black),Fruity,Citrus,Olive,Dried Fruit,Orange,Lime,Smoke,Minerals,Earth,Anise,Brine/Salt,Cinnamon,Vegetal,Mint,Flowers,Herbal,Grass,White Pepper,Chocolate,Alcohol,Tobacco,Butterscotch,Honey,Leather,Nuts,Cream Soda,Pear,Raisin,Cherries (dried),Nutmeg,Tropical Fruits,Lactic,Whiskey,Cherry,Melon,Bell Pepper,Baking Spice,Almond,Pineapple,Pitted Fruit,Licorice,Agave (raw),Apple,Banana,Molasses,Maple,Barrel Spice,Peach,Toffee,Grapefruit,Mocha,Berry,Cocoa,Hazelnut,Clove,Plum,Nuts (Roasted),Coffee,Pinecone,Lemon,Yeast/Dough,Black Tea,Cedar,Pine Tree,Celery,Orange Blossom,Coconut,Tangerine,Prune,Orange Peel,Jalapeño,Wet Earth,Grass (cut),Grass (wet),Apple (green),Grapes,Wood Bark,Allspice,Mushroom,Charcoal,Rosemary,Cake Batter,Dill,Jasmine,Lavender,Spearmint,Cider,Astringent,Hay,Damiana,Solvent,Vinegar,Moss,Lemongrass,Chamomile,Peppermint,Medicinal,Rose,Wet Cement,Plastic,Oregano,Walnut,Sage,Toasted Bread,Fruit (fake),Wood Shavings,Thyme,Tamarind,Baby Oil,Musty,Artichoke,Metallic,Caraway Seed,Rubber,Varnish,Resin,Sawdust,Soap,Basil,Mild Ammonia,Sour Milk,Strawberry,Parsley,Artificial Sweetener,Acetone,Hominy,Baking Soda,Petrol,Limestone,Sulfur,Chlorine
Don Vicente Tequila Reposado,Reposado,1579,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels Used barrels,40% abv (80-proof),Aeration No additives,29,88,88,4,2,4,3,2,3,1,2,,2,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siembra Azul Suro 12th Anniv. Reposado,Reposado,1414,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Classical music Open-air fermentation Champagne Yeast Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels Whisky barrels Used barrels,40% abv (80-proof),-,19,88,88,2,,2,1,,1,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De-Nada Tequila Blanco,Blanco,1414,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation Champagne Yeast Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),Aeration Distilled at or near proof No additives,23,88,88,7,,,,,2,1,,2,,,,,,3,4,,,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Viejito Plata Cristalino,Cristalino,1107,Tequilana Weber,Jalisco (Los Altos),Jalisco (Ciénega),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Copper Pot,-,42% abv (84-proof),Kosher,2,88,88,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuernito Single Barrel Reposado (La Cata),Reposado,1123,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Fermentation without fibers Open-air fermentation Cement Tank,2x distilled,Stainless Pot w/Copper Coil,Single Barrel Used barrels Bourbon barrels,44% abv (88-proof),No additives,17,88,88,2,2,2,2,,3,3,,,1,,,,,,,2,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viva Mexico Blanco,Blanco,1414,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Classical music Champagne Yeast Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof) 38% abv (76 proof),No additives,89,88,88,19,,,,,11,,5,,,,,,6,,,,2,4,2,,4,3,2,,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tesoro Azteca Blanco,Blanco,1079,Tequilana Weber,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,-,-,100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,4,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tequila G4 Blanco,Blanco,1579,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Natural spring water Rain water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),No additives,968,88,88,115,,,15,19,80,,41,,,,,,35,52,,,,33,,,16,19,,,19,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tres Cuatro Cinco (3, 4 y 5) Añejo",Añejo,1146,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Valles),Autoclave (low pressure),Screw Mill Roller Mill,Natural spring water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),Blended batches No additives,49,88,88,3,4,7,1,,4,3,,,2,,,,,2,,,,,,,,,,3,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortaleza Reposado,Reposado,1493,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Tahona,Deep well water,100% agave Wood fermentation tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels Used barrels Bourbon barrels,40% abv (80-proof),Natural cork Charcoal filtration Distilled at or near proof No additives,2007,88,88,185,85,105,120,52,94,,50,28,,,,,,32,,,44,,,,,,,,33,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tequila Ocho Añejo Tropical Barrel Select,Añejo,1474,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Wood fermentation tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,Rum barrels,45.8% abv (91-proof),Aeration No additives,73,88,87,12,4,3,7,,6,,,,,,,,,,8,4,6,,,,,,,,5,,,,,,,,,,4,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cascahuín Tahona Reposado ,Reposado,1123,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Tahona,Deep well water,100% agave Open-air fermentation Fermentation with fibers Cement Tank,2x distilled,Stainless Pot w/Copper Coil,American White Oak barrels,44% abv (88-proof) 45% abv (90-proof),-,55,88,87,13,,3,3,,3,,3,,,,,,,,5,,2,,,,,,3,,,,3,,,,,,,,,,,,,,,2,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Tequileño Añejo,Añejo,1108,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,Natural spring water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),No additives,199,88,87,23,11,23,17,,14,4,,,9,,,,,,,,6,,,,,,,,5,,7,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lalo Tequila Blanco,Blanco,1468,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Champagne Yeast Open-air fermentation Fermentation without fibers,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),Aeration No additives,303,88,87,44,,,11,,25,7,23,,,,,,,6,,,21,,,,,4,,,8,,,,,,,,,,,,,,,,,7,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tau Tequila Blanco,Blanco,1414,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Classical music Champagne Yeast Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),Aeration No additives,53,88,87,17,,,,,13,,10,,,,,,8,,3,,3,5,3,,,6,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suerte Still Strength Blanco (La Cata - Filtered),Blanco,1530,Tequilana Weber,Jalisco (Los Altos),Jalisco (Ciénega),Stone/Brick Ovens,Tahona Screw Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,50% abv (100-proof),Charcoal filtration,11,88,87,4,,,,,1,,2,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siembra Valles Tequila Añejo,Añejo,1123,Tequilana Weber,Jalisco (Tequila Valley) Single Estate,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks Fermentation with fibers,2x distilled,Stainless Pot w/Copper Coil,American White Oak barrels,40% abv (80-proof),No additives,58,88,87,6,5,5,5,,3,2,,,,,,,,,2,,,,,,,,,,,,,3,,,2,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realeza Mexicana Extra Añejo,Extra Añejo,1560,Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,11,88,87,,,1,3,,1,1,,,,,,,,,,,,,,1,,,1,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArteNOM Selección de 1579 Blanco,Blanco,1579,Tequilana Weber,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water Rain water,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),Aeration No additives,292,88,87,51,,,8,,30,,24,,,,,,17,13,,,,9,12,10,11,,10,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasote Blanco,Blanco,1579,Tequilana Weber,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Deep well water Rain water,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),No additives,757,88,87,111,,,,14,82,,35,,,,,,71,54,,18,,30,,,12,25,14,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tequila G4 Añejo,Añejo,1579,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Natural spring water Rain water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),No additives,421,88,87,43,16,24,18,7,21,7,7,,,,,,10,,,,9,,,,,,,,10,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papa Bueno Añejo,Añejo,1107,Tequilana Weber,Jalisco (Los Altos),Jalisco (Ciénega),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,Whisky barrels Used barrels,40% abv (80-proof),-,15,88,87,1,3,2,1,1,1,,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arta Tequila Extra Añejo,Extra Añejo,1360,Tequilana Weber,Jalisco (Tequila Valley) Single Estate,Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,American White Oak barrels Cognac casks Sherry casks Used barrels,40% abv (80-proof),-,42,88,87,4,2,2,4,1,,,1,,,,,,,,,,3,,,,,,,2,,,,,1,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa Noble Añejo (5 yr) ZeeTequila ""Black Gold""",Añejo,1137,Tequilana Weber,-,Jalisco (Los Valles),Stone/Brick Ovens,Screw Mill,-,100% agave Stainless steel tanks,3x distilled,Stainless Pot w/Copper Coil,French Oak barrels Single Barrel,40% abv (80-proof),-,32,88,87,1,3,2,4,1,1,,,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Pilar Extra Añejo,Extra Añejo,1443,Tequilana Weber,Jalisco (Tequila Valley) Single Estate,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,French Oak barrels American White Oak barrels New barrels Used barrels,40% abv (80-proof),-,175,88,87,7,16,16,13,,7,5,,,,,,,,,,,8,,,,,,,6,,,7,4,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Noble Single Barrel 8-year Extra Añejo,Extra Añejo,1137,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Screw Mill,-,100% agave Stainless steel tanks,3x distilled,Stainless Pot w/Copper Coil,French Oak barrels,40% abv (80-proof),-,26,88,87,2,,,2,2,,,,,,1,,,,,,,2,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Noble Single Barrel Reposado,Reposado,1137,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Screw Mill,-,100% agave Stainless steel tanks,3x distilled,Stainless Pot w/Copper Coil,French Oak barrels,40% abv (80-proof),-,133,88,87,10,7,14,4,4,6,,,,,4,,,,,,,,,,,,,,10,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tequila G4 Reposado,Reposado,1579,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona,Natural spring water Rain water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,French Oak barrels Whisky barrels Used barrels,40% abv (80-proof),No additives,711,88,87,77,16,56,45,14,45,,16,,,,,,17,,,,13,,,16,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Fulano Blanco Fuerte (100 proof),Blanco,1146,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Valles),Autoclave (low pressure),Screw Mill Roller Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation Fermentation without fibers Fermentation with fibers,2x distilled,Copper Pot Column,-,50% abv (100-proof),No additives Distilled at or near proof Rested in stainless steel,191,88,87,35,,,6,,25,4,10,10,,,,,,,,,12,,5,,,4,5,,12,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocho Tequila Extra Añejo,Extra Añejo,1474,Tequilana Weber,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Natural spring water,100% agave Wood fermentation tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels Whisky barrels Used barrels,40% abv (80-proof),Aeration No additives,202,88,87,40,19,21,20,,18,8,7,,,4,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,7,,,,,,,,,,5,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siete Leguas Blanco,Blanco,1120,Tequilana Weber,Jalisco (Los Altos),Jalisco (Ciénega),Stone/Brick Ovens,Tahona Roller Mill,Natural spring water,100% agave Stainless steel tanks Open-air fermentation Fermentation with fibers Fermentation without fibers,2x distilled,Copper Pot,-,40% abv (80-proof),Screw top Blended batches No additives,1010,88,87,99,,,17,14,72,,31,,,,,,26,54,,,,49,13,,,21,,,19,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mijenta Tequila Reposado,Reposado,1499,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Altos Southern),Autoclave (low pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks Classical music Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels New barrels Used barrels Sherry casks,40% abv (80-proof),-,156,88,86,17,8,14,11,6,15,7,5,,,,,,,,,,6,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Partida Roble Fino Tequila Añejo,Añejo,1502,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Autoclave (low pressure),Roller Mill,Deep well water,100% agave Stainless steel tanks Fermentation without fibers,2x distilled,Stainless Steel Pot,Whisky barrels Double Barrel Used barrels Sherry casks,45% abv (90-proof),No additives,15,88,86,1,,2,2,,1,1,,,,,,,,,,,1,,,,,,1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Conquistador Blanco Fuerte,Blanco,1107,Tequilana Weber,-,Jalisco (Central),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,46% abv (92-proof),-,3,88,86,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siembra Valles Tequila Reposado,Reposado,1123,Tequilana Weber,Jalisco (Tequila Valley) Single Estate,Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),No additives,90,88,86,13,3,6,7,4,5,,9,,,2,,,,3,,,3,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuenteseca Reserva Extra Añejo 7-year,Extra Añejo,1146,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Valles),Autoclave (low pressure),Screw Mill Roller Mill,Natural spring water,100% agave Stainless steel tanks,2x distilled,Copper Pot,French Oak barrels American White Oak barrels Wine casks,42% abv (84-proof),No additives,74,88,86,9,5,8,7,,5,2,2,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azuñia Black Añejo,Añejo,1426,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,American White Oak barrels Whisky barrels Used barrels,40% abv (80-proof),Aeration Organic,115,88,86,4,9,7,7,,3,,3,,,,,,,,,,5,,,,,,,,,3,2,,,,,,,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Tequileño Gran Reserva Reposado (Square Bottle),Reposado,1108,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Valles),Autoclave (high pressure),Roller Mill,Natural spring water,100% agave Cement Tank Fermentation without fibers,2x distilled,Copper Pot,Wood chips American White Oak barrels Pipones,40% abv (80-proof),No additives,60,88,86,5,3,4,3,,2,,,,,,,,2,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Noble Gold,Joven,1137,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Screw Mill,-,100% agave Stainless steel tanks,3x distilled,Stainless Pot w/Copper Coil,French Oak barrels,40% abv (80-proof),-,24,88,86,1,1,,,1,,1,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Abraham Añejo,Añejo,1480,Tequilana Weber,Jalisco (Tequila Valley),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,Whisky barrels Used barrels,40% abv (80-proof),Organic,172,88,86,25,20,19,28,,11,,,,,,,6,,7,,,7,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,6,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t1 Selecto,Blanco,1146,Tequilana Weber,-,Jalisco (Los Valles),Autoclave (low pressure),Screw Mill Roller Mill,Deep well water,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,43% abv (86-proof),No additives,68,88,86,10,,,,,6,,3,,,,,,,4,,,2,5,5,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocho Tequila Añejo,Añejo,1474,Tequilana Weber,Jalisco (Los Altos) Single Estate,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Natural spring water,100% agave Wood fermentation tanks Open-air fermentation Fermentation without fibers,2x distilled,Copper Pot,American White Oak barrels Whisky barrels Used barrels,40% abv (80-proof),Aeration No additives,865,88,86,111,36,56,60,22,54,13,29,,,,,,,,,,28,,,,,,15,,20,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamucos Extra Añejo,Extra Añejo,1586,Tequilana Weber,Jalisco (Los Altos),Jalisco (Los Valles),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks Open-air fermentation,2x distilled,Stainless Steel Pot,American White Oak barrels Used barrels,40% abv (80-proof),Organic,30,88,85,3,2,7,4,,2,3,2,,,,,,,,,,2,,,,,,2,,,,2,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
